"amount","time","encodedCategory","daysSinceLastTransport","daysSinceLastGrocery","totalUberSpend","totalGrocerySpend","overspendRisk","transactionTypeUber","transactionTypeGrocery","transactionTypeRestaurant","spendingShift"
-0.34,1714648634000,0,,,0,0,0,0,0,0,0
-3.31,1714648639000,0,1,,0,0,0,0,0,0,0
-3.29,1714648644000,0,1,,0,0,0,0,0,0,0
-32.41,1714660174000,1,1,,0,0,0,0,0,0,0
-175.75,1714711120000,2,1,,0,0,0,0,0,0,0
-1.98,1714737086000,0,2,,0,0,0,0,0,0,0
-1.96,1714737092000,0,1,,0,0,0,0,0,0,0
-3.31,1714821247000,0,1,,0,0,0,0,0,0,0
-0.67,1714821256000,0,1,,0,0,0,0,0,0,0
-3.26,1714821258000,0,1,,0,0,0,0,0,0,0
-7.95,1714873605000,3,1,,0,0,0,0,0,0,0
-2.99,1714883620000,4,1,,0,0,0,0,0,0,0
-0.69,1714925527000,5,2,,0,0,0,0,0,0,0
-9.98,1714925531000,5,2,,0,0,0,0,0,0,0
-20.63,1714959858000,3,2,,0,0,0,0,0,0,0
-24.79,1714971048000,6,2,,0,0,0,0,1,0,0
-2.5,1714971053000,5,2,1,0,24.79,0,0,0,0,0
-3.31,1714998344000,0,3,1,0,24.79,0,0,0,0,0
-3.1,1714998353000,0,1,1,0,24.79,0,0,0,0,0
-3.1,1714998362000,0,1,1,0,24.79,0,0,0,0,0
-6,1714998364000,0,1,1,0,24.79,0,0,0,0,0
-3.37,1715083772000,0,1,2,0,24.79,0,0,0,0,0
-3.85,1715083778000,0,1,2,0,24.79,0,0,0,0,0
-3.99,1715128418000,4,1,2,0,24.79,0,0,0,0,0
-11.95,1715219228000,7,2,3,0,24.79,0,0,0,1,0
-32.41,1715227702000,1,2,3,0,24.79,0,0,0,0,0
-8,1715341633000,7,3,5,0,24.79,0,0,0,1,0
-3.37,1715430236000,0,5,6,0,24.79,0,0,0,0,0
-3.26,1715430248000,0,1,6,0,24.79,0,0,0,0,0
-10.39,1715431116000,8,1,6,0,24.79,0,0,0,0,0
-10,1715436678000,6,1,6,0,24.79,0,0,1,0,0
-466.67,1715544359000,9,2,2,0,34.79,0,0,0,0,0
-3,1715651585000,3,3,3,0,34.79,0,0,0,0,0
-10.68,1715658506000,6,3,3,0,34.79,0,0,1,0,0
-1.33,1715686841000,0,3,1,0,45.47,0,0,0,0,0
-2.31,1715686844000,0,1,1,0,45.47,0,0,0,0,0
-1.25,1715738140000,8,1,1,0,45.47,0,0,0,0,0
-32.41,1715783474000,1,2,2,0,45.47,0,0,0,0,0
-1.75,1715858993000,0,2,3,0,45.47,0,0,0,0,0
-5,1716007466000,5,2,5,0,45.47,0,0,0,0,0
-15.99,1716007469000,5,2,5,0,45.47,0,0,0,0,0
-92.92,1716030473000,10,2,5,0,45.47,0,0,0,0,0
-131.96,1716032036000,5,3,5,0,45.47,0,0,0,0,0
-9.99,1716047018000,4,3,5,0,45.47,0,0,0,0,0
-8,1716082816000,7,3,5,0,45.47,0,0,0,1,0
-1041.75,1716090842000,11,3,6,0,45.47,0,0,0,0,0
-127.05,1716118474000,7,4,6,0,45.47,0,0,0,1,0
-27.75,1716207152000,7,5,7,0,45.47,0,0,0,1,0
-9.01,1716340672000,0,6,8,0,45.47,0,0,0,0,0
-58.19,1716352434000,7,1,9,0,45.47,0,0,0,1,0
-11,1716353148000,7,1,9,0,45.47,0,0,0,1,0
-6.7,1716375093000,3,1,9,0,45.47,0,0,0,0,0
-48.37,1716375515000,7,1,9,0,45.47,0,0,0,1,0
-1.75,1716376022000,0,1,9,0,45.47,0,0,0,0,0
-7.85,1716387843000,0,1,9,0,45.47,0,0,0,0,0
-1.94,1716387847000,0,1,9,0,45.47,0,0,0,0,0
-65.05,1716388581000,6,1,9,0,45.47,0,0,1,0,0
-2.36,1716461900000,0,1,1,0,110.52,0,0,0,0,0
-15.26,1716547623000,4,1,2,0,110.52,0,0,0,0,0
-9.99,1716601615000,5,2,3,0,110.52,0,0,0,0,0
-24.35,1716601629000,5,2,3,0,110.52,0,0,0,0,0
-83.94,1716601634000,5,2,3,0,110.52,0,0,0,0,0
-9.5,1716609529000,5,2,3,0,110.52,0,0,0,0,0
-38,1716772480000,7,4,5,0,110.52,0,0,0,1,0
-2.2,1716772518000,7,4,5,0,110.52,0,0,0,1,0
-1.4,1716772522000,7,4,5,0,110.52,0,0,0,1,0
-37.5,1716806665000,4,4,5,0,110.52,0,0,0,0,0
-3.39,1716808428000,0,5,5,0,110.52,0,0,0,0,0
-3.37,1716808429000,0,1,5,0,110.52,0,0,0,0,0
-0.46,1716808436000,0,1,5,0,110.52,0,0,0,0,0
-1.86,1716808437000,0,1,5,0,110.52,0,0,0,0,0
-4,1716808439000,0,1,5,0,110.52,0,0,0,0,0
-0.77,1716808444000,0,1,5,0,110.52,0,0,0,0,0
-18,1716821822000,11,1,6,0,110.52,0,0,0,0,0
-5.49,1716860032000,4,1,6,0,110.52,0,0,0,0,0
-22.95,1716861251000,5,1,6,0,110.52,0,0,0,0,0
-7.9,1716984361000,0,3,7,0,110.52,0,0,0,0,0
-1.25,1716995939000,8,1,8,0,110.52,0,0,0,0,0
-94.68,1717157036000,10,2,9,0,110.52,0,0,0,0,0
-20,1717384640000,7,5,12,0,110.52,0,0,0,1,0
-10,1717384640000,7,5,12,0,110.52,0,0,0,1,0
-12.5,1717430675000,5,6,13,0,110.52,0,0,0,0,0
-5.18,1717434967000,6,6,13,0,110.52,0,0,1,0,0
-2.99,1717563335000,4,7,2,0,90.91,0,0,0,0,0
-56.47,1717590468000,5,8,2,0,90.91,0,0,0,0,0
-11.95,1717638544000,7,8,3,0,90.91,0,0,0,1,0
-12.42,1717736621000,6,9,4,0,90.91,0,0,1,0,0
-74.07,1717764824000,5,10,1,0,103.33,0,0,0,0,0
-596.16,1717765541000,8,10,1,0,103.33,0,0,0,0,0
-3.99,1717808185000,4,10,1,0,103.33,0,0,0,0,0
-11.99,1717849866000,4,11,2,0,103.33,0,0,0,0,0
-5.9,1717909267000,7,11,2,0,103.33,0,0,0,1,0
-7.9,1717909269000,7,11,2,0,103.33,0,0,0,1,0
-4.9,1717909317000,7,11,2,0,103.33,0,0,0,1,0
-4.9,1717909321000,7,11,2,0,103.33,0,0,0,1,0
-3.26,1717941461000,0,12,3,0,103.33,0,0,0,0,0
-0.67,1717941463000,0,1,3,0,103.33,0,0,0,0,0
-84.99,1717991617000,4,1,3,0,103.33,0,0,0,0,0
-28.15,1718024792000,7,1,4,0,103.33,0,0,0,1,0
-3.5,1718025052000,7,1,4,0,103.33,0,0,0,1,0
-12.99,1718035695000,4,2,4,0,93.33,0,0,0,0,0
-110,1718077595000,5,2,4,0,93.33,0,0,0,0,0
-2.29,1718190377000,0,3,6,0,93.33,0,0,0,0,0
-0.67,1718190387000,0,1,6,0,93.33,0,0,0,0,0
-3.26,1718190391000,0,1,6,0,93.33,0,0,0,0,0
-1.97,1718190392000,0,1,6,0,93.33,0,0,0,0,0
-31.4,1718341638000,6,2,8,0,82.64999999999999,0,0,1,0,0
-9.19,1718341685000,6,2,1,0,114.04999999999998,0,0,1,0,0
-1.75,1718377458000,0,3,1,0,123.23999999999998,0,0,0,0,0
-0.67,1718377458000,0,3,1,0,123.23999999999998,0,0,0,0,0
-2.29,1718377464000,0,1,1,0,123.23999999999998,0,0,0,0,0
-3.26,1718377467000,0,1,1,0,123.23999999999998,0,0,0,0,0
-135.16,1718436139000,9,1,2,0,123.23999999999998,0,0,0,0,0
-107.41,1718451668000,0,1,2,0,123.23999999999998,0,1,0,0,0
-4,1718467454000,1,1,2,0,123.23999999999998,0,0,0,0,0
-4,1718467454000,1,1,2,0,123.23999999999998,0,0,0,0,0
-4,1718467454000,1,1,2,0,123.23999999999998,0,0,0,0,0
-23.68,1718536826000,5,1,3,0,123.23999999999998,0,0,0,0,0
-2.21,1718537855000,0,1,3,0,123.23999999999998,0,0,0,0,0
-3.26,1718537857000,0,1,3,0,123.23999999999998,0,0,0,0,0
-0.67,1718537858000,0,1,3,0,123.23999999999998,0,0,0,0,0
-1.47,1718537862000,0,1,3,0,123.23999999999998,0,0,0,0,0
-1.67,1718537862000,0,1,3,0,123.23999999999998,0,0,0,0,0
-2.36,1718537863000,0,1,3,0,123.23999999999998,0,0,0,0,0
-6,1718537865000,0,1,3,0,123.23999999999998,0,0,0,0,0
-1.7,1718537869000,0,1,3,0,123.23999999999998,0,0,0,0,0
-1.97,1718537871000,0,1,3,0,123.23999999999998,0,0,0,0,0
-2.29,1718537872000,0,1,3,0,123.23999999999998,0,0,0,0,0
-0.67,1718537876000,0,1,3,0,123.23999999999998,0,0,0,0,0
-85.3,1718538725000,12,1,3,0,123.23999999999998,0,0,0,0,0
-12.78,1718588467000,5,1,3,0,123.23999999999998,0,0,0,0,0
-46.42,1718624881000,7,2,4,0,123.23999999999998,0,0,0,1,0
-6.19,1718624890000,7,2,4,0,123.23999999999998,0,0,0,1,0
-23.68,1718625677000,7,2,4,0,123.23999999999998,0,0,0,1,0
-4.55,1718625998000,0,2,4,0,123.23999999999998,0,0,0,0,0
-4.9,1718626010000,0,1,4,0,123.23999999999998,0,0,0,0,0
-4.55,1718626014000,0,1,4,0,123.23999999999998,0,0,0,0,0
-4.9,1718626015000,0,1,4,0,123.23999999999998,0,0,0,0,0
-7.94,1718630520000,13,1,4,0,123.23999999999998,0,0,0,0,0
-67.54,1718630917000,3,1,4,0,123.23999999999998,0,0,0,0,0
-1,1718676996000,8,1,4,0,123.23999999999998,0,0,0,0,0
-8.06,1718710455000,7,1,5,0,123.23999999999998,0,0,0,1,0
-3.5,1718712378000,8,1,5,0,123.23999999999998,0,0,0,0,0
-37.31,1718728466000,5,2,5,0,123.23999999999998,0,0,0,0,0
-9.99,1718728578000,4,2,5,0,123.23999999999998,0,0,0,0,0
-1,1718772754000,3,2,5,0,123.23999999999998,0,0,0,0,0
-1,1718772758000,3,2,5,0,123.23999999999998,0,0,0,0,0
-1.59,1718798518000,0,2,6,0,123.23999999999998,0,0,0,0,0
-3.81,1718798518000,0,2,6,0,123.23999999999998,0,0,0,0,0
-1.75,1718798526000,0,1,6,0,123.23999999999998,0,0,0,0,0
-7.9,1718798526000,0,1,6,0,123.23999999999998,0,0,0,0,0
-2.23,1718798531000,0,1,6,0,123.23999999999998,0,0,0,0,0
-1.13,1718798535000,0,1,6,0,123.23999999999998,0,0,0,0,0
-4.9,1718798535000,0,1,6,0,123.23999999999998,0,0,0,0,0
-1,1718861576000,8,1,7,0,123.23999999999998,0,0,0,0,0
-1,1718861579000,8,1,7,0,123.23999999999998,0,0,0,0,0
-1,1718861580000,8,1,7,0,123.23999999999998,0,0,0,0,0
-6.04,1718883569000,0,1,7,0,123.23999999999998,0,0,0,0,0
-6,1718883570000,0,1,7,0,123.23999999999998,0,0,0,0,0
-0.67,1718883570000,0,1,7,0,123.23999999999998,0,0,0,0,0
-2.29,1718883572000,0,1,7,0,123.23999999999998,0,0,0,0,0
-1.75,1718883576000,0,1,7,0,123.23999999999998,0,0,0,0,0
-2.5,1718883577000,0,1,7,0,123.23999999999998,0,0,0,0,0
-3.81,1718883578000,0,1,7,0,123.23999999999998,0,0,0,0,0
-103.5,1718888270000,7,1,7,0,123.23999999999998,0,0,0,1,0
-3.26,1718944383000,0,1,7,0,123.23999999999998,0,0,0,0,0
-1.9,1718944385000,0,1,7,0,123.23999999999998,0,0,0,0,0
-0.39,1718944388000,0,1,7,0,123.23999999999998,0,0,0,0,0
-2.29,1718944388000,0,1,7,0,123.23999999999998,0,0,0,0,0
-2.21,1718944391000,0,1,7,0,123.23999999999998,0,0,0,0,0
-0.67,1718944391000,0,1,7,0,123.23999999999998,0,0,0,0,0
-2.23,1718944393000,0,1,7,0,123.23999999999998,0,0,0,0,0
-4.33,1718944394000,0,1,7,0,123.23999999999998,0,0,0,0,0
-1.75,1718944397000,0,1,7,0,123.23999999999998,0,0,0,0,0
-3.1,1718944399000,0,1,7,0,123.23999999999998,0,0,0,0,0
-2.02,1718944399000,0,1,7,0,123.23999999999998,0,0,0,0,0
-1.45,1718944400000,0,1,7,0,123.23999999999998,0,0,0,0,0
-3.2,1719021341000,8,1,8,0,58.19,0,0,0,0,0
-1.19,1719031159000,6,2,8,0,58.19,0,0,1,0,0
-2.29,1719054972000,0,2,1,0,59.379999999999995,0,0,0,0,0
-3.26,1719054982000,0,1,1,0,59.379999999999995,0,0,0,0,0
-0.67,1719054983000,0,1,1,0,59.379999999999995,0,0,0,0,0
-1.75,1719054993000,0,1,1,0,59.379999999999995,0,0,0,0,0
-35.99,1719066631000,4,1,1,0,59.379999999999995,0,0,0,0,0
-2.5,1719106653000,7,1,1,0,59.379999999999995,0,0,0,1,0
-5.67,1719140828000,0,1,2,0,59.379999999999995,0,0,0,0,0
-1.76,1719140832000,0,1,2,0,59.379999999999995,0,0,0,0,0
-2.65,1719141444000,5,1,2,0,59.379999999999995,0,0,0,0,0
-14.4,1719142029000,7,1,2,0,59.379999999999995,0,0,0,1,0
-22.2,1719192917000,3,1,2,0,59.379999999999995,0,0,0,0,0
-16.25,1719203673000,6,1,2,0,59.379999999999995,0,0,1,0,0
-4.19,1719204586000,6,1,1,0,75.63,0,0,1,0,0
-2.36,1719228648000,0,2,1,0,79.82,0,0,0,0,0
-1.28,1719228651000,0,1,1,0,79.82,0,0,0,0,0
-6,1719228667000,0,1,1,0,79.82,0,0,0,0,0
-3.81,1719228668000,0,1,1,0,79.82,0,0,0,0,0
-1.05,1719233188000,14,1,1,0,79.82,0,0,0,0,0
-1.05,1719233188000,14,1,1,0,79.82,0,0,0,0,0
-1.85,1719279896000,6,1,1,0,79.82,0,0,1,0,0
-2.04,1719289903000,6,1,1,0,81.66999999999999,0,0,1,0,0
-37.5,1719312342000,4,1,1,0,83.71,0,0,0,0,0
-31.72,1719312598000,4,1,1,0,83.71,0,0,0,0,0
-92.25,1719366574000,7,2,1,0,83.71,0,0,0,1,0
-7.32,1719376568000,8,2,2,0,83.71,0,0,0,0,0
-32.98,1719377349000,5,2,2,0,83.71,0,0,0,0,0
-13.61,1719378789000,7,2,2,0,83.71,0,0,0,1,0
-0.67,1719401750000,0,3,2,0,83.71,0,0,0,0,0
-4,1719401750000,0,3,2,0,83.71,0,0,0,0,0
-4,1719401755000,0,1,2,0,83.71,0,0,0,0,0
-3.26,1719401758000,0,1,2,0,83.71,0,0,0,0,0
-2.52,1719462990000,0,1,3,0,83.71,0,0,0,0,0
-16.74,1719462993000,0,1,3,0,83.71,0,0,0,0,0
-13.7,1719463016000,6,1,3,0,83.71,0,0,1,0,0
-3.99,1719464101000,6,1,1,0,97.41,0,0,1,0,0
-23.37,1719464101000,6,1,1,0,97.41,0,0,1,0,0
-1.37,1719490841000,0,1,1,0,124.77,0,0,0,0,0
-2.21,1719490841000,0,1,1,0,124.77,0,0,0,0,0
-16.5,1719490851000,0,1,1,0,124.77,0,0,0,0,0
-1.75,1719490856000,0,1,1,0,124.77,0,0,0,0,0
-6.5,1719490859000,0,1,1,0,124.77,0,0,0,0,0
-2.99,1719507114000,6,1,1,0,124.77,0,0,1,0,0
-1.5,1719540362000,8,1,1,0,127.75999999999999,0,0,0,0,0
-1.96,1719587322000,0,2,1,0,127.75999999999999,0,0,0,0,0
-1.98,1719587325000,0,1,1,0,127.75999999999999,0,0,0,0,0
-45.9,1719591634000,0,1,1,0,127.75999999999999,0,0,0,0,0
-5,1719591639000,0,1,1,0,127.75999999999999,0,0,0,0,0
-212.91,1719591784000,8,1,1,0,127.75999999999999,0,0,0,0,0
-7,1719592216000,3,1,1,0,127.75999999999999,0,0,0,0,0
-10,1719593832000,7,1,2,0,127.75999999999999,0,0,0,1,0
-18.5,1719593832000,7,1,2,0,127.75999999999999,0,0,0,1,0
-3,1719593847000,7,1,2,0,127.75999999999999,0,0,0,1,0
-5,1719626695000,10,1,2,0,127.75999999999999,0,0,0,0,0
-2.75,1719636442000,5,1,2,0,127.75999999999999,0,0,0,0,0
-6.18,1719636448000,6,1,2,0,127.75999999999999,0,0,1,0,0
-3.25,1719639236000,6,1,1,0,133.94,0,0,1,0,0
-1.33,1719665040000,0,1,1,0,137.19,0,0,0,0,0
-3.1,1719665042000,0,1,1,0,137.19,0,0,0,0,0
-3.26,1719665045000,0,1,1,0,137.19,0,0,0,0,0
-1.75,1719665045000,0,1,1,0,137.19,0,0,0,0,0
-0.67,1719665057000,0,1,1,0,137.19,0,0,0,0,0
-40.3,1719668020000,3,1,1,0,137.19,0,0,0,0,0
-7.5,1719668038000,5,1,1,0,137.19,0,0,0,0,0
-5.5,1719669198000,3,1,1,0,137.19,0,0,0,0,0
-6,1719671040000,7,1,1,0,137.19,0,0,0,1,0
-1.8,1719671173000,5,1,1,0,137.19,0,0,0,0,0
-5.9,1719671177000,5,1,1,0,137.19,0,0,0,0,0
-6.5,1719671190000,1,1,1,0,137.19,0,0,0,0,0
-3.1,1719713441000,7,1,1,0,137.19,0,0,0,1,0
-3.26,1719749791000,0,1,2,0,137.19,0,0,0,0,0
-1.75,1719749795000,0,1,2,0,137.19,0,0,0,0,0
-2.23,1719749795000,0,1,2,0,137.19,0,0,0,0,0
-0.67,1719749816000,0,1,2,0,137.19,0,0,0,0,0
-23,1719754475000,4,1,2,0,137.19,0,0,0,0,0
-5.5,1719754751000,7,1,2,0,137.19,0,0,0,1,0
-6.95,1719755174000,5,1,2,0,137.19,0,0,0,0,0
-14.1,1719755232000,3,1,2,0,137.19,0,0,0,0,0
-5,1719764503000,10,1,2,0,137.19,0,0,0,0,0
-4.04,1719798383000,6,1,2,0,137.19,0,0,1,0,0
-6,1719809457000,7,1,1,0,141.23,0,0,0,1,0
-15,1719809462000,3,1,1,0,141.23,0,0,0,0,0
-3.5,1719812860000,4,1,1,0,141.23,0,0,0,0,0
-3,1719812863000,4,1,1,0,141.23,0,0,0,0,0
-5.5,1719813098000,7,1,1,0,141.23,0,0,0,1,0
-1.5,1719845590000,0,2,1,0,141.23,0,0,0,0,0
-4.5,1719845590000,0,2,1,0,141.23,0,0,0,0,0
-5,1719845819000,5,1,1,0,141.23,0,0,0,0,0
-11,1719847615000,7,1,1,0,141.23,0,0,0,1,0
-1.5,1719847623000,7,1,1,0,141.23,0,0,0,1,0
-5,1719885177000,7,1,2,0,141.23,0,0,0,1,0
-65.5,1719885866000,0,1,2,0,141.23,0,1,0,0,0
-0.03,1719886148000,0,1,2,0,141.23,0,1,0,0,0
-0.67,1719931275000,0,1,2,0,141.23,0,0,0,0,0
-2.29,1719931292000,0,1,2,0,141.23,0,0,0,0,0
-1.75,1719931292000,0,1,2,0,141.23,0,0,0,0,0
-3.26,1719931292000,0,1,2,0,141.23,0,0,0,0,0
-3,1719935459000,0,1,2,0,141.23,0,0,0,0,0
-5,1719935609000,3,1,2,0,141.23,0,0,0,0,0
-26,1719937395000,1,1,2,0,141.23,0,0,0,0,0
-4,1719937414000,7,1,2,0,141.23,0,0,0,1,0
-7,1719940861000,8,1,2,0,141.23,0,0,0,0,0
0.03,1719972802000,0,1,3,0,141.23,0,1,0,0,0
-1.96,1720010176000,0,1,3,0,141.23,0,0,0,0,0
-22.07,1720011352000,0,1,3,0,141.23,0,1,0,0,0
-4.5,1720012920000,0,1,3,0,141.23,0,0,0,0,0
-3.1,1720095877000,0,1,4,0,136.04999999999998,0,0,0,0,0
-0.67,1720095878000,0,1,4,0,136.04999999999998,0,0,0,0,0
-1.75,1720095883000,0,1,4,0,136.04999999999998,0,0,0,0,0
-3.83,1720095887000,0,1,4,0,136.04999999999998,0,0,0,0,0
-1.5,1720098751000,0,1,4,0,136.04999999999998,0,0,0,0,0
-2.99,1720156317000,4,1,5,0,136.04999999999998,0,0,0,0,0
-1.75,1720180160000,0,1,5,0,136.04999999999998,0,0,0,0,0
-0.67,1720180160000,0,1,5,0,136.04999999999998,0,0,0,0,0
-3.26,1720180172000,0,1,5,0,136.04999999999998,0,0,0,0,0
-2.23,1720180172000,0,1,5,0,136.04999999999998,0,0,0,0,0
-30.5,1720230867000,5,1,6,0,136.04999999999998,0,0,0,0,0
-4.5,1720230947000,7,1,6,0,136.04999999999998,0,0,0,1,0
-1,1720232201000,8,1,6,0,136.04999999999998,0,0,0,0,0
-3.45,1720241747000,4,1,6,0,136.04999999999998,0,0,0,0,0
-0.67,1720275048000,0,2,6,0,136.04999999999998,0,0,0,0,0
-3.81,1720275058000,0,1,6,0,136.04999999999998,0,0,0,0,0
-11.5,1720278463000,7,1,6,0,136.04999999999998,0,0,0,1,0
-75.77,1720296706000,6,1,6,0,136.04999999999998,0,0,1,0,0
-9.92,1720297258000,3,1,1,0,211.82,0,0,0,0,0
-3.15,1720319161000,7,1,1,0,211.82,0,0,0,1,0
-15.25,1720319162000,7,1,1,0,211.82,0,0,0,1,0
-7.5,1720328351000,0,1,1,0,211.82,0,0,0,0,0
-2.21,1720358204000,0,1,1,0,199.4,0,0,0,0,0
-1.34,1720358204000,0,1,1,0,199.4,0,0,0,0,0
-1.97,1720358207000,0,1,1,0,199.4,0,0,0,0,0
-2.65,1720358207000,0,1,1,0,199.4,0,0,0,0,0
-3.26,1720358210000,0,1,1,0,199.4,0,0,0,0,0
-2.23,1720358213000,0,1,1,0,199.4,0,0,0,0,0
-3.83,1720358217000,0,1,1,0,199.4,0,0,0,0,0
-1.41,1720358217000,0,1,1,0,199.4,0,0,0,0,0
-0.67,1720358220000,0,1,1,0,199.4,0,0,0,0,0
-4,1720358227000,0,1,1,0,199.4,0,0,0,0,0
